survey_id;vol_id;numero_vol;date_vol;route;courrier;classe;note_globale;note_confort;note_repas;note_divertissement;note_equipage;note_ponctualite;note_enregistrement;nps_categorie;recommandation;type_voyageur;programme_fidelite;nationalite
SAT-000141;VOL-006423;AF1157;2023-04-19;CDG → AMS;Court-courrier;Premium Éco;7.6;6.6;5.9;8.5;8.6;9.7;6.3;Passif;Peut-être;Affaires;Non inscrit;Britannique
SAT-000142;VOL-023294;AF7613;2024-01-29;CDG → TLS;Court-courrier;Économique;6.8;8.9;9.2;3.5;7.1;9.9;5.4;Détracteur;Peut-être;Affaires;Non inscrit;Française
SAT-000143;VOL-008586;AF0235;2023-05-25;CDG → ATL;Long-courrier;Économique;8.8;7.8;8.4;6.8;9.5;9.7;8.6;Passif;Peut-être;Loisirs;Non inscrit;Brésilienne
SAT-000144;VOL-019863;AF1159;2023-12-01;CDG → FRA;Court-courrier;Économique;6.9;8.0;4.1;6.2;9.7;7.0;7.0;Détracteur;Peut-être;Loisirs;Non inscrit;Allemande
SAT-000145;VOL-046533;AF0286;2025-02-28;CDG → NRT;Long-courrier;Premium Éco;6.8;6.4;5.0;8.6;7.0;9.5;6.1;Détracteur;Oui;Affaires;Explorer;Allemande
SAT-000146;VOL-024235;AF7620;2024-02-13;CDG → BOD;Court-courrier;Économique;6.9;5.2;4.8;5.6;8.1;8.7;8.0;Détracteur;Peut-être;Affaires;Explorer;Autre
SAT-000147;VOL-050950;AF1172;2025-05-14;CDG → MAD;Court-courrier;Business;8.1;8.2;6.8;7.8;8.3;10.0;8.0;Passif;Oui;Loisirs;Gold;Française
SAT-000148;VOL-016140;AF1180;2023-09-29;CDG → LIS;Court-courrier;Économique;7.9;5.4;8.0;7.3;8.4;9.4;8.7;Passif;Oui;Affaires;Explorer;Française
SAT-000149;VOL-005921;AF7600;2023-04-10;CDG → MRS;Court-courrier;Économique;9.3;10.0;10.0;8.2;8.6;9.9;7.9;Promoteur;Oui;Loisirs;Explorer;Allemande
SAT-000150;VOL-034679;AF0241;2024-08-10;CDG → ORD;Long-courrier;Business;8.5;8.2;8.2;9.2;7.4;10.0;5.8;Passif;Oui;Affaires;Platinum;Française
SAT-000151;VOL-039009;AF0258;2024-10-22;CDG → EZE;Long-courrier;Premium Éco;7.4;6.7;4.8;7.6;8.7;8.2;8.6;Passif;Non;Famille;Non inscrit;Autre
SAT-000152;VOL-028237;AF0211;2024-04-21;CDG → JFK;Long-courrier;Économique;8.7;7.3;8.6;6.8;10.0;9.9;8.7;Passif;Peut-être;Affaires;Non inscrit;Autre
SAT-000153;VOL-048019;AF1278;2025-03-25;CDG → ABJ;Moyen-courrier;Économique;6.7;6.3;4.9;9.5;8.9;3.9;8.5;Détracteur;Peut-être;Famille;Explorer;Française
SAT-000154;VOL-040648;AF1159;2024-11-19;CDG → FRA;Court-courrier;Économique;7.1;4.3;7.4;6.0;8.3;9.3;7.7;Passif;Non;Famille;Non inscrit;Allemande
SAT-000155;VOL-049956;AF1187;2025-04-28;CDG → VIE;Court-courrier;Économique;8.1;8.2;8.0;9.0;9.1;7.1;7.8;Passif;Oui;Famille;Gold;Française
SAT-000156;VOL-031685;AF1172;2024-06-20;CDG → MAD;Court-courrier;Économique;7.3;7.7;8.9;5.0;7.9;9.3;4.9;Passif;Oui;Famille;Non inscrit;Autre
SAT-000157;VOL-006778;AF1192;2023-04-25;CDG → ZRH;Court-courrier;Business;7.2;7.7;7.4;5.9;9.2;5.6;6.6;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-000158;VOL-000672;AF0341;2023-01-12;CDG → FDF;Long-courrier;Économique;7.6;9.9;6.7;7.9;10.0;5.0;8.2;Passif;Oui;Affaires;Non inscrit;Japonaise
SAT-000159;VOL-041234;AF1172;2024-11-29;CDG → MAD;Court-courrier;Business;6.9;6.9;4.9;5.7;8.9;9.1;5.7;Détracteur;Peut-être;Affaires;Gold;Française
SAT-000160;VOL-021356;AF1172;2023-12-26;CDG → MAD;Court-courrier;Économique;6.9;6.1;6.8;4.9;7.3;10.0;6.1;Détracteur;Oui;Loisirs;Silver;Américaine
SAT-000161;VOL-008665;AF1176;2023-05-26;CDG → BCN;Court-courrier;Économique;8.4;6.9;9.6;8.5;9.6;10.0;7.5;Passif;Oui;Affaires;Gold;Américaine
SAT-000162;VOL-051897;AF0247;2025-05-30;CDG → GRU;Long-courrier;Économique;7.7;7.1;4.2;8.8;8.0;8.1;9.6;Passif;Oui;Affaires;Explorer;Française
SAT-000163;VOL-043003;AF1267;2024-12-29;CDG → ALG;Court-courrier;Économique;7.2;6.9;7.3;4.0;8.0;9.7;7.4;Passif;Oui;Loisirs;Silver;Britannique
SAT-000164;VOL-048336;AF7141;2025-03-31;ORY → BOD;Court-courrier;Économique;7.3;5.9;6.4;4.8;8.1;9.8;8.3;Passif;Oui;Loisirs;Non inscrit;Britannique
SAT-000165;VOL-022271;AF1157;2024-01-11;CDG → AMS;Court-courrier;Business;7.5;6.4;10.0;3.6;8.2;9.0;7.4;Passif;Oui;Loisirs;Non inscrit;Française
SAT-000166;VOL-015695;AF1334;2023-09-22;CDG → TLV;Moyen-courrier;Business;7.5;5.5;7.1;7.1;5.8;9.1;9.0;Passif;Oui;Affaires;Gold;Française
SAT-000167;VOL-016790;AF1263;2023-10-10;CDG → CMN;Court-courrier;Premium Éco;7.2;10.0;9.8;7.0;9.1;3.4;8.7;Passif;Oui;Affaires;Explorer;Française
SAT-000168;VOL-042018;AF1204;2024-12-12;CDG → ATH;Moyen-courrier;Économique;8.2;7.1;10.0;8.1;5.5;9.8;8.4;Passif;Oui;Loisirs;Non inscrit;Allemande
SAT-000169;VOL-031063;AF7607;2024-06-09;CDG → LYS;Court-courrier;Économique;7.9;6.7;6.2;7.4;8.9;7.8;6.3;Passif;Peut-être;Loisirs;Non inscrit;Allemande
SAT-000170;VOL-039706;AF1152;2024-11-04;CDG → LHR;Court-courrier;Premium Éco;8.0;8.9;7.4;8.0;8.2;8.9;6.6;Passif;Oui;Affaires;Explorer;Française
SAT-000171;VOL-000385;AF1159;2023-01-07;CDG → FRA;Court-courrier;Économique;7.6;7.3;8.5;7.6;6.2;9.5;5.9;Passif;Peut-être;Loisirs;Explorer;Française
SAT-000172;VOL-031901;AF7128;2024-06-23;ORY → MRS;Court-courrier;Économique;7.7;7.5;5.1;8.0;7.4;10.0;3.6;Passif;Peut-être;Loisirs;Non inscrit;Japonaise
SAT-000173;VOL-038603;AF7134;2024-10-15;ORY → NCE;Court-courrier;Business;7.9;7.5;7.2;9.8;7.7;10.0;6.6;Passif;Oui;Loisirs;Explorer;Autre
SAT-000174;VOL-012617;AF1278;2023-08-02;CDG → ABJ;Moyen-courrier;Économique;7.5;8.0;6.3;5.1;8.3;9.1;9.1;Passif;Oui;Loisirs;Explorer;Autre
SAT-000175;VOL-021333;AF1330;2023-12-26;CDG → DOH;Moyen-courrier;Économique;8.0;7.4;8.2;8.6;7.9;9.7;7.0;Passif;Non;Affaires;Non inscrit;Britannique
SAT-000176;VOL-047525;AF0324;2025-03-17;CDG → DXB;Long-courrier;Économique;7.8;7.3;8.2;6.0;9.8;9.4;8.3;Passif;Oui;Affaires;Non inscrit;Française
SAT-000177;VOL-016647;AF1278;2023-10-08;CDG → ABJ;Moyen-courrier;Économique;8.6;9.1;9.4;9.1;8.9;7.5;8.2;Passif;Peut-être;Affaires;Non inscrit;Française
SAT-000178;VOL-031187;AF0311;2024-06-11;CDG → SGN;Long-courrier;Économique;7.6;5.0;5.4;6.7;9.3;8.8;9.2;Passif;Peut-être;Affaires;Non inscrit;Française
SAT-000179;VOL-043997;AF1278;2025-01-14;CDG → ABJ;Moyen-courrier;Business;7.3;10.0;10.0;6.5;8.1;10.0;5.4;Passif;Oui;Affaires;Non inscrit;Française
SAT-000180;VOL-014326;AF0284;2023-08-30;CDG → JNB;Long-courrier;Économique;7.7;5.9;8.1;7.1;9.3;8.9;7.0;Passif;Oui;Loisirs;Explorer;Britannique
SAT-000181;VOL-023856;AF1263;2024-02-06;CDG → CMN;Court-courrier;Économique;7.6;6.7;6.0;8.2;7.7;8.0;9.9;Passif;Oui;Loisirs;Explorer;Française
SAT-000182;VOL-004305;AF1166;2023-03-14;CDG → FCO;Court-courrier;Économique;8.1;7.4;8.3;6.1;8.9;10.0;8.6;Passif;Oui;Affaires;Gold;Brésilienne
SAT-000183;VOL-014398;AF1267;2023-08-31;CDG → ALG;Court-courrier;Business;9.1;7.5;10.0;9.1;8.4;10.0;7.1;Promoteur;Oui;Loisirs;Gold;Autre
SAT-000184;VOL-020352;AF0338;2023-12-08;CDG → PTP;Long-courrier;Business;8.2;5.8;8.3;6.0;7.9;10.0;10.0;Passif;Oui;Affaires;Explorer;Allemande
SAT-000185;VOL-002098;AF7613;2023-02-05;CDG → TLS;Court-courrier;Économique;8.3;8.5;7.4;5.8;8.0;10.0;9.9;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-000186;VOL-015246;AF7134;2023-09-14;ORY → NCE;Court-courrier;Économique;7.5;5.0;9.0;5.6;8.6;8.7;6.8;Passif;Oui;Loisirs;Non inscrit;Allemande
SAT-000187;VOL-000476;AF0211;2023-01-08;CDG → JFK;Long-courrier;Business;7.2;7.2;6.5;6.8;6.9;10.0;4.2;Passif;Peut-être;Solo;Explorer;Brésilienne
SAT-000188;VOL-023534;AF7132;2024-02-01;ORY → TLS;Court-courrier;Économique;7.0;5.6;7.8;8.8;8.3;3.4;8.0;Passif;Oui;Affaires;Non inscrit;Française
SAT-000189;VOL-018370;AF0314;2023-11-06;CDG → DEL;Long-courrier;Premium Éco;6.8;5.2;7.3;6.0;7.0;8.6;7.7;Détracteur;Peut-être;Famille;Non inscrit;Allemande
SAT-000190;VOL-042266;AF1334;2024-12-17;CDG → TLV;Moyen-courrier;Business;6.8;9.4;3.9;8.5;6.5;10.0;5.8;Détracteur;Non;Affaires;Non inscrit;Française
SAT-000191;VOL-041709;AF7600;2024-12-07;CDG → MRS;Court-courrier;Économique;6.8;7.8;7.5;5.2;7.0;8.4;3.1;Détracteur;Oui;Loisirs;Non inscrit;Française
SAT-000192;VOL-030124;AF7145;2024-05-23;ORY → NTE;Court-courrier;Économique;6.4;3.7;6.1;5.8;8.1;9.9;6.6;Détracteur;Oui;Famille;Explorer;Américaine
SAT-000193;VOL-025015;AF0286;2024-02-26;CDG → NRT;Long-courrier;Premium Éco;7.6;8.6;5.8;6.2;8.3;8.8;8.5;Passif;Peut-être;Solo;Non inscrit;Autre
SAT-000194;VOL-018335;AF7141;2023-11-05;ORY → BOD;Court-courrier;Économique;7.4;5.5;5.7;5.1;10.0;9.3;8.8;Passif;Peut-être;Loisirs;Non inscrit;Allemande
SAT-000195;VOL-038086;AF7143;2024-10-07;ORY → LYS;Court-courrier;Économique;7.0;6.7;6.8;7.8;5.4;8.3;8.4;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-000196;VOL-048466;AF1176;2025-04-02;CDG → BCN;Court-courrier;Économique;7.6;7.2;5.2;8.8;6.6;6.1;9.5;Passif;Oui;Solo;Non inscrit;Brésilienne
SAT-000197;VOL-039376;AF1278;2024-10-29;CDG → ABJ;Moyen-courrier;Économique;6.5;7.8;5.4;7.5;7.3;3.1;5.7;Détracteur;Non;Affaires;Explorer;Française
SAT-000198;VOL-029270;AF1192;2024-05-08;CDG → ZRH;Court-courrier;Économique;7.8;5.0;7.6;7.0;7.6;9.4;8.3;Passif;Peut-être;Famille;Non inscrit;Française
SAT-000199;VOL-037658;AF1263;2024-09-30;CDG → CMN;Court-courrier;Business;8.4;8.1;7.0;8.1;9.6;9.6;9.3;Passif;Peut-être;Loisirs;Platinum;Américaine
SAT-000200;VOL-014181;AF7618;2023-08-27;CDG → NCE;Court-courrier;Premium Éco;5.1;4.4;4.0;7.2;7.3;1.0;7.5;Détracteur;Oui;Affaires;Non inscrit;Britannique
SAT-000201;VOL-000892;AF1278;2023-01-16;CDG → ABJ;Moyen-courrier;Économique;7.0;3.3;7.0;7.8;8.3;9.1;8.4;Passif;Oui;Famille;Non inscrit;Française
SAT-000202;VOL-004689;AF1176;2023-03-20;CDG → BCN;Court-courrier;Premium Éco;8.6;7.9;9.3;7.6;7.9;9.1;6.5;Passif;Peut-être;Solo;Non inscrit;Autre
SAT-000203;VOL-005572;AF7607;2023-04-04;CDG → LYS;Court-courrier;Économique;8.6;8.1;5.4;8.9;7.7;9.4;8.9;Passif;Peut-être;Affaires;Non inscrit;Autre
SAT-000204;VOL-006915;AF0311;2023-04-28;CDG → SGN;Long-courrier;Économique;8.3;5.7;9.2;10.0;8.3;9.4;7.2;Passif;Peut-être;Loisirs;Silver;Française
SAT-000205;VOL-004165;AF7143;2023-03-11;ORY → LYS;Court-courrier;Économique;7.2;3.9;5.1;8.1;8.6;10.0;10.0;Passif;Oui;Loisirs;Ultimate;Française
SAT-000206;VOL-034218;AF1176;2024-08-03;CDG → BCN;Court-courrier;Économique;5.1;7.3;5.5;4.7;9.2;1.0;5.3;Détracteur;Oui;Loisirs;Non inscrit;Française
SAT-000207;VOL-011742;AF7600;2023-07-18;CDG → MRS;Court-courrier;Premium Éco;6.8;3.9;8.1;6.0;6.3;9.4;7.3;Détracteur;Oui;Affaires;Explorer;Française
SAT-000208;VOL-000147;AF1330;2023-01-03;CDG → DOH;Moyen-courrier;Économique;7.3;7.8;5.8;9.1;6.9;8.1;7.4;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-000209;VOL-019463;AF7134;2023-11-24;ORY → NCE;Court-courrier;Économique;9.2;10.0;8.0;6.3;8.7;7.8;7.8;Promoteur;Oui;Affaires;Gold;Japonaise
SAT-000210;VOL-027368;AF1157;2024-04-07;CDG → AMS;Court-courrier;Business;7.5;5.3;5.5;4.0;9.2;9.4;8.5;Passif;Oui;Loisirs;Gold;Française
SAT-000211;VOL-026033;AF7607;2024-03-14;CDG → LYS;Court-courrier;Business;8.7;8.8;9.3;9.1;8.2;9.0;9.7;Passif;Oui;Loisirs;Gold;Allemande
SAT-000212;VOL-011380;AF0216;2023-07-11;CDG → LAX;Long-courrier;Économique;8.6;7.5;9.4;9.0;7.5;8.9;7.6;Passif;Peut-être;Famille;Explorer;Américaine
SAT-000213;VOL-043946;AF7132;2025-01-13;ORY → TLS;Court-courrier;Économique;7.5;7.3;5.3;7.9;10.0;10.0;6.8;Passif;Peut-être;Affaires;Non inscrit;Allemande
SAT-000214;VOL-018848;AF7607;2023-11-14;CDG → LYS;Court-courrier;Économique;7.2;6.2;7.0;6.4;7.1;10.0;7.6;Passif;Oui;Solo;Gold;Américaine
SAT-000215;VOL-029561;AF0346;2024-05-13;CDG → RUN;Long-courrier;Économique;7.2;6.8;5.5;5.7;6.4;9.4;8.3;Passif;Peut-être;Loisirs;Explorer;Japonaise
SAT-000216;VOL-002830;AF7626;2023-02-17;CDG → NTE;Court-courrier;Économique;7.6;7.5;4.2;5.0;10.0;8.5;9.6;Passif;Oui;Solo;Explorer;Japonaise
SAT-000217;VOL-019245;AF7132;2023-11-20;ORY → TLS;Court-courrier;Économique;7.2;6.7;6.1;8.8;6.0;9.3;5.3;Passif;Oui;Loisirs;Explorer;Française
SAT-000218;VOL-040520;AF1278;2024-11-17;CDG → ABJ;Moyen-courrier;Économique;7.4;4.1;4.5;9.5;9.1;9.3;8.9;Passif;Peut-être;Loisirs;Explorer;Française
SAT-000219;VOL-032241;AF1180;2024-06-29;CDG → LIS;Court-courrier;Économique;7.9;7.4;9.3;8.9;7.3;10.0;4.7;Passif;Peut-être;Affaires;Explorer;Autre
SAT-000220;VOL-044634;AF1334;2025-01-26;CDG → TLV;Moyen-courrier;Économique;8.0;8.1;7.1;7.5;10.0;9.7;6.6;Passif;Peut-être;Famille;Non inscrit;Allemande
SAT-000221;VOL-034021;AF7143;2024-07-30;ORY → LYS;Court-courrier;Économique;6.5;7.9;2.8;7.2;5.4;9.7;6.2;Détracteur;Oui;Loisirs;Non inscrit;Brésilienne
SAT-000222;VOL-010074;AF0301;2023-06-20;CDG → ICN;Long-courrier;Économique;8.2;8.6;8.4;9.1;9.6;1.0;7.6;Passif;Peut-être;Solo;Non inscrit;Autre
SAT-000223;VOL-032240;AF1180;2024-06-29;CDG → LIS;Court-courrier;Premium Éco;6.9;9.3;8.1;5.9;8.5;2.1;6.4;Détracteur;Oui;Solo;Gold;Française
SAT-000224;VOL-038048;AF0286;2024-10-06;CDG → NRT;Long-courrier;Business;7.1;7.2;9.8;9.0;10.0;1.0;5.5;Passif;Non;Affaires;Explorer;Américaine
SAT-000225;VOL-043608;AF1182;2025-01-08;CDG → MUC;Court-courrier;Économique;7.0;7.0;3.9;10.0;6.5;8.8;6.1;Passif;Oui;Affaires;Explorer;Française
SAT-000226;VOL-022910;AF0251;2024-01-22;CDG → GIG;Long-courrier;Économique;7.2;5.4;9.7;5.6;8.9;4.5;9.2;Passif;Peut-être;Loisirs;Non inscrit;Française
SAT-000227;VOL-049066;AF1157;2025-04-13;CDG → AMS;Court-courrier;Économique;6.3;3.0;2.1;8.7;7.4;10.0;7.5;Détracteur;Oui;Solo;Non inscrit;Autre
SAT-000228;VOL-033408;AF0284;2024-07-20;CDG → JNB;Long-courrier;Premium Éco;7.9;9.2;3.9;9.2;8.7;9.1;9.0;Passif;Peut-être;Affaires;Non inscrit;Française
SAT-000229;VOL-026662;AF7128;2024-03-25;ORY → MRS;Court-courrier;Économique;7.4;4.6;9.8;6.1;7.1;10.0;7.4;Passif;Peut-être;Affaires;Non inscrit;Française
SAT-000230;VOL-005089;AF7600;2023-03-27;CDG → MRS;Court-courrier;Économique;7.7;9.0;6.1;9.6;7.9;8.1;8.1;Passif;Peut-être;Loisirs;Explorer;Autre
SAT-000231;VOL-048790;AF1267;2025-04-09;CDG → ALG;Court-courrier;Économique;6.4;5.0;8.7;6.4;9.8;2.9;6.1;Détracteur;Oui;Loisirs;Non inscrit;Autre
SAT-000232;VOL-018209;AF1176;2023-11-03;CDG → BCN;Court-courrier;Business;8.2;9.6;7.0;10.0;7.4;8.4;8.9;Passif;Oui;Loisirs;Non inscrit;Américaine
SAT-000233;VOL-034912;AF1182;2024-08-15;CDG → MUC;Court-courrier;Économique;8.5;7.2;6.8;8.5;9.6;6.8;9.7;Passif;Non;Famille;Non inscrit;Française
SAT-000234;VOL-040082;AF7600;2024-11-10;CDG → MRS;Court-courrier;Premium Éco;8.0;9.9;8.7;8.0;7.6;9.8;7.0;Passif;Peut-être;Loisirs;Non inscrit;Japonaise
SAT-000235;VOL-027013;AF0211;2024-03-31;CDG → JFK;Long-courrier;Économique;7.4;6.8;3.3;7.0;7.6;10.0;10.0;Passif;Oui;Loisirs;Explorer;Brésilienne
SAT-000236;VOL-010121;AF1200;2023-06-20;CDG → ARN;Court-courrier;Économique;6.6;3.6;5.1;8.8;9.0;8.1;6.5;Détracteur;Oui;Solo;Non inscrit;Autre
SAT-000237;VOL-049579;AF7600;2025-04-21;CDG → MRS;Court-courrier;Économique;6.6;8.3;9.8;3.7;8.0;1.0;7.0;Détracteur;Oui;Solo;Gold;Autre
SAT-000238;VOL-044748;AF1152;2025-01-28;CDG → LHR;Court-courrier;Économique;7.0;5.0;5.9;5.6;7.5;9.1;7.9;Passif;Oui;Solo;Silver;Chinoise
SAT-000239;VOL-027735;AF0223;2024-04-13;CDG → SFO;Long-courrier;Économique;7.6;7.1;8.1;7.2;8.9;8.9;6.2;Passif;Oui;Affaires;Non inscrit;Française
SAT-000240;VOL-008613;AF1187;2023-05-25;CDG → VIE;Court-courrier;Économique;7.7;5.0;5.0;8.7;7.3;10.0;7.0;Passif;Oui;Loisirs;Silver;Française
SAT-000241;VOL-049974;AF1330;2025-04-28;CDG → DOH;Moyen-courrier;Économique;7.2;7.3;6.5;7.7;8.4;10.0;8.1;Passif;Non;Loisirs;Non inscrit;Autre
SAT-000242;VOL-033057;AF1209;2024-07-14;CDG → IST;Moyen-courrier;Premium Éco;7.7;6.9;7.7;9.6;6.9;9.9;6.0;Passif;Oui;Affaires;Non inscrit;Française
SAT-000243;VOL-015731;AF7626;2023-09-22;CDG → NTE;Court-courrier;Économique;7.5;9.0;2.8;7.0;7.2;9.2;8.5;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-000244;VOL-037719;AF7618;2024-10-01;CDG → NCE;Court-courrier;Économique;8.0;8.4;9.2;6.1;7.7;9.9;7.2;Passif;Peut-être;Loisirs;Gold;Américaine
SAT-000245;VOL-037238;AF7613;2024-09-23;CDG → TLS;Court-courrier;Premium Éco;7.8;7.7;9.7;7.8;6.6;6.5;7.7;Passif;Oui;Solo;Silver;Française
SAT-000246;VOL-047491;AF1157;2025-03-16;CDG → AMS;Court-courrier;Business;8.2;5.9;7.4;6.5;8.2;9.1;8.6;Passif;Oui;Loisirs;Non inscrit;Américaine
SAT-000247;VOL-001985;AF0228;2023-02-02;CDG → YUL;Long-courrier;Économique;6.8;6.6;4.6;6.0;7.7;8.8;6.9;Détracteur;Peut-être;Affaires;Explorer;Française
SAT-000248;VOL-050233;AF1157;2025-05-02;CDG → AMS;Court-courrier;Économique;7.1;5.8;3.1;5.8;9.3;9.7;10.0;Passif;Oui;Affaires;Non inscrit;Autre
SAT-000249;VOL-030976;AF7613;2024-06-07;CDG → TLS;Court-courrier;Économique;7.9;5.1;6.6;6.0;9.0;10.0;7.6;Passif;Peut-être;Affaires;Explorer;Française
SAT-000250;VOL-007258;AF1172;2023-05-03;CDG → MAD;Court-courrier;Économique;8.1;6.4;7.7;10.0;6.6;9.7;6.7;Passif;Non;Famille;Explorer;Française
SAT-000251;VOL-029081;AF1152;2024-05-05;CDG → LHR;Court-courrier;Économique;7.5;9.1;6.4;9.4;9.4;8.8;6.0;Passif;Peut-être;Loisirs;Explorer;Française
SAT-000252;VOL-026137;AF7626;2024-03-16;CDG → NTE;Court-courrier;Économique;7.1;5.7;6.4;7.7;8.2;8.5;5.9;Passif;Oui;Solo;Non inscrit;Autre
SAT-000253;VOL-018124;AF0301;2023-11-01;CDG → ICN;Long-courrier;Économique;7.9;8.5;3.9;9.7;7.9;9.8;7.9;Passif;Oui;Affaires;Non inscrit;Française
SAT-000254;VOL-036627;AF1204;2024-09-12;CDG → ATH;Moyen-courrier;Business;6.1;5.4;4.5;5.9;9.3;7.4;4.5;Détracteur;Oui;Loisirs;Silver;Française
SAT-000255;VOL-023685;AF1157;2024-02-03;CDG → AMS;Court-courrier;Économique;6.9;5.4;4.0;5.0;6.4;9.5;6.6;Détracteur;Peut-être;Loisirs;Non inscrit;Française
SAT-000256;VOL-000543;AF7626;2023-01-09;CDG → NTE;Court-courrier;Économique;8.3;6.5;8.6;8.4;8.8;8.6;8.5;Passif;Oui;Solo;Non inscrit;Autre
SAT-000257;VOL-006926;AF0258;2023-04-28;CDG → EZE;Long-courrier;Premium Éco;6.1;7.1;10.0;10.0;8.0;1.0;4.9;Détracteur;Oui;Loisirs;Non inscrit;Autre
SAT-000258;VOL-008241;AF7618;2023-05-20;CDG → NCE;Court-courrier;Économique;6.5;6.8;6.1;6.2;8.2;4.1;8.3;Détracteur;Oui;Affaires;Silver;Autre
SAT-000259;VOL-008901;AF7618;2023-05-30;CDG → NCE;Court-courrier;Business;8.4;10.0;6.7;8.2;9.6;7.2;7.0;Passif;Oui;Affaires;Explorer;Allemande
SAT-000260;VOL-007964;AF1152;2023-05-15;CDG → LHR;Court-courrier;Business;6.9;7.9;6.6;8.1;5.7;8.9;6.9;Détracteur;Peut-être;Loisirs;Explorer;Japonaise
SAT-000261;VOL-020066;AF1209;2023-12-04;CDG → IST;Moyen-courrier;Économique;9.0;9.0;9.0;9.5;8.4;10.0;5.7;Promoteur;Non;Affaires;Explorer;Autre
SAT-000262;VOL-042327;AF7132;2024-12-18;ORY → TLS;Court-courrier;Économique;7.4;4.6;6.0;8.2;6.7;9.5;7.4;Passif;Peut-être;Solo;Explorer;Autre
SAT-000263;VOL-009976;AF1166;2023-06-18;CDG → FCO;Court-courrier;Business;7.5;6.9;6.8;10.0;6.5;7.4;9.4;Passif;Oui;Solo;Non inscrit;Britannique
SAT-000264;VOL-041042;AF7145;2024-11-26;ORY → NTE;Court-courrier;Économique;7.8;8.0;8.2;4.2;6.9;9.1;9.7;Passif;Oui;Loisirs;Explorer;Française
SAT-000265;VOL-020913;AF1334;2023-12-18;CDG → TLV;Moyen-courrier;Premium Éco;8.1;10.0;6.9;8.2;10.0;9.2;5.7;Passif;Oui;Loisirs;Explorer;Britannique
SAT-000266;VOL-049576;AF7613;2025-04-21;CDG → TLS;Court-courrier;Business;8.4;5.9;10.0;6.8;6.9;10.0;6.4;Passif;Peut-être;Loisirs;Explorer;Autre
SAT-000267;VOL-025907;AF1159;2024-03-12;CDG → FRA;Court-courrier;Économique;7.4;7.8;7.2;6.7;6.5;9.0;9.2;Passif;Oui;Famille;Gold;Autre
SAT-000268;VOL-008477;AF7128;2023-05-24;ORY → MRS;Court-courrier;Business;8.2;9.1;8.5;4.3;8.4;9.7;9.0;Passif;Oui;Solo;Non inscrit;Française
SAT-000269;VOL-025248;AF7134;2024-03-01;ORY → NCE;Court-courrier;Économique;7.4;5.6;5.5;8.9;7.8;9.1;10.0;Passif;Peut-être;Affaires;Non inscrit;Américaine
SAT-000270;VOL-005034;AF1273;2023-03-26;CDG → DKR;Moyen-courrier;Économique;8.2;4.3;10.0;6.4;9.2;10.0;9.9;Passif;Peut-être;Affaires;Non inscrit;Française
SAT-000271;VOL-032529;AF1152;2024-07-04;CDG → LHR;Court-courrier;Économique;6.3;4.7;6.1;6.4;8.1;7.9;5.1;Détracteur;Oui;Loisirs;Explorer;Autre
SAT-000272;VOL-006720;AF0286;2023-04-24;CDG → NRT;Long-courrier;Premium Éco;8.4;8.5;8.5;7.9;9.4;9.8;7.0;Passif;Oui;Loisirs;Non inscrit;Britannique
SAT-000273;VOL-020736;AF1180;2023-12-15;CDG → LIS;Court-courrier;Économique;8.0;7.0;8.5;6.7;7.5;8.6;8.2;Passif;Oui;Loisirs;Platinum;Française
SAT-000274;VOL-024441;AF0211;2024-02-16;CDG → JFK;Long-courrier;Économique;6.5;7.3;4.2;4.6;6.6;9.2;7.9;Détracteur;Peut-être;Loisirs;Non inscrit;Britannique
SAT-000275;VOL-035058;AF0320;2024-08-17;CDG → SIN;Long-courrier;Économique;6.1;5.9;5.4;9.5;4.9;1.0;9.9;Détracteur;Oui;Loisirs;Non inscrit;Française
SAT-000276;VOL-004449;AF0223;2023-03-16;CDG → SFO;Long-courrier;Économique;7.8;7.1;4.7;7.0;9.6;9.4;7.5;Passif;Oui;Affaires;Non inscrit;Française
SAT-000277;VOL-051276;AF0298;2025-05-19;CDG → HKG;Long-courrier;Premium Éco;7.5;8.3;9.9;10.0;8.1;6.4;5.1;Passif;Oui;Loisirs;Gold;Autre
SAT-000278;VOL-010723;AF7613;2023-06-30;CDG → TLS;Court-courrier;Économique;7.6;6.9;6.7;7.2;7.2;9.2;8.9;Passif;Oui;Loisirs;Explorer;Française
SAT-000279;VOL-038734;AF1263;2024-10-17;CDG → CMN;Court-courrier;Business;8.8;7.3;8.5;10.0;7.8;9.9;9.1;Passif;Oui;Loisirs;Silver;Chinoise
SAT-000280;VOL-001390;AF1152;2023-01-24;CDG → LHR;Court-courrier;Économique;6.7;8.2;5.7;8.4;8.3;8.3;4.6;Détracteur;Oui;Affaires;Non inscrit;Britannique
SAT-000281;VOL-049477;AF0301;2025-04-20;CDG → ICN;Long-courrier;Business;8.7;8.2;7.9;8.0;9.4;8.4;7.8;Passif;Peut-être;Affaires;Explorer;Française
SAT-000282;VOL-013774;AF7613;2023-08-21;CDG → TLS;Court-courrier;Économique;8.2;9.0;7.0;8.0;8.4;10.0;5.7;Passif;Oui;Affaires;Ultimate;Française
